"165640.0143.wav|저 복잡해요, 그런 거 귀찮아서 그냥 하나만 바릅니다"
165640.0144.wav|한국어를 어떻게 해야 할지 모르겠어요 어떻게 해야 하나요? 그냥 뭐...
165640.0145.wav|한국어... 한국어 어릴 때 배워서
165640.0146.wav|기억이 안 나네 어떻게 공부했는지
165640.0147.wav|가나다라마바사
"165640.0148.wav|근데 진짜 어려워요, 한국어"
165640.0149.wav|개인적으로 하는 생각이 아니라 한국어 진짜 어려워요
165640.0150.wav|정말
"165640.0151.wav|파이팅하시길 바랍니다 하기야 모든 언어가 다 어렵지, 뭐"
"165640.0152.wav|화면 가까이 가지 마세요 이거 안 가면 안 보여요, 자막이"
165640.0153.wav|'SUGA's Interlude' 나왔을 때 멤버들 반응 어땠나요?
"165640.0154.wav|좋다고 그러죠, 뭐"
165640.0155.wav|저...
165640.0156.wav|그 이게 이 발매 날짜가 계속 변동이 됐었어서
165640.0157.wav|저도 날짜를...
165640.0158.wav|언제라고 그랬더라
165640.0159.wav|그 전날 아마 알았나? 그...
165640.0160.wav|그 Halsey 측에서 이렇게 계속
165640.0161.wav|날짜를 변경을 하다가
165640.0162.wav|알아서
"165640.0163.wav|네, 그렇게 해서 네... 그때 뭐더라 미팅하고 있었는데"
165640.0164.wav|나왔나? 아닌가?
165640.0165.wav|잘 기억이 안 나네
165640.0166.wav|어쨌든 뭔가를 하고 있었어 뭔가를 하고 있는데 발매가 됐어
"165640.0167.wav|살 왜 빠졌어요? 저... 그러게요, 왜 빠졌지?"
165640.0168.wav|지금 해주고 싶은 말 그...
165640.0169.wav|'SUGA's Interlude'에 썼던 가사들은 뭐...
165640.0170.wav|항상 해주고 싶은 그런 말들입니다
165640.0171.wav|제가 약간 그런 류들의 가사를
165640.0172.wav|좋아하는 것 같아요 쓸 때도 되게 재밌고
165640.0173.wav|그런 이제...
"165640.0174.wav|희망적인 가사를 좋아합니다, 저는"
165640.0175.wav|저 대학 합격했어요 오빠들 덕분에 그 학과로 갑니다 축하드립니다
165640.0176.wav|축하드려요
165640.0177.wav|본인이 하고 싶은 공부를 하는 거는 굉장히 축복 받은 겁니다
"165640.0178.wav|고3을 위해, 수능과 정시를 준비하고 있는 고3을 위해"
165640.0179.wav|응원의 메시지를 달라고 하시는데
165640.0180.wav|내년에 고3이라는 거죠?
165640.0181.wav|파이팅하세요 정말 1년
165640.0182.wav|정신없이 지나가고 그러겠죠? 사실 뭐 저는 수험생이었지만
165640.0183.wav|공부를 안 했었기 때문에
165640.0184.wav|그 마음을 이렇게...
"165640.0185.wav|이해를 잘 못 하겠죠, 저는"
165640.0186.wav|하지만 어떤 압박감인지는 충분히 알 것 같아요
165640.0187.wav|그렇기 때문에 정말 준비 잘하시고 정말
165640.0188.wav|그...
165640.0189.wav|시험 결과도 너무 좋았으면 좋겠고
165640.0190.wav|그리고 이게 되게
165640.0191.wav|이...
165640.0192.wav|부정 타라고 하는 소리가 아니에요 그냥
"165640.0193.wav|만약에, 정말 만약에 결과가 좋지 않더라도"
165640.0194.wav|사실상 그렇게 막 낙담을 할 필요는 없어요
165640.0195.wav|막 세상이 무너질 것 같겠지만
165640.0196.wav|자기가 원하는 결과가 아니면 무너질 것 같겠지만
165640.0197.wav|그렇지 않습니다
165640.0198.wav|삶은 그렇지 않아요
165640.0199.wav|넘어져도 일어나는 게 중요한 거죠
165640.0200.wav|그... 저는 사실
165640.0201.wav|저는 그... 그... 남들이 이야기하는 소위 말하는 그...
165640.0202.wav|그... 그...
"165640.0203.wav|막... 대학교 있잖아요, 좋은 대학교 그런 대학교를 나오지도 않았고"
165640.0204.wav|그래서 이렇게 이야기를 하는 게 이게 맞나 싶기는 한데
165640.0205.wav|그... 살다 보면 그것보다 중요한 것들이 더 많은 것 같아요
"165640.0206.wav|학력, 학벌 이런 것보다 중요한 게"
165640.0207.wav|더 많은 것 같아요
165640.0208.wav|그 막 학교 다닐 때는 나 학교 다닐 때는
165640.0209.wav|그... 막... 대학 가면
"165640.0210.wav|막... 뭐, 거의 만병통치약이지 대학은"
"165640.0211.wav|대학 가면 다 된대요, 그냥"
165640.0212.wav|대학 가면 막 살도 빠지고 막
165640.0213.wav|없던 친구도 생기고
"165640.0214.wav|아무튼 뭐 그런대요, 그냥 그랬었어요, 나한테 막"
165640.0215.wav|선생님들이랑 막
165640.0216.wav|주변 어른들이
"165640.0217.wav|아니잖아요, 근데"
165640.0218.wav|되게 뭔가 되게 거창한 뭔가가 있을 것처럼 이야기를 하지만 아니잖아요
165640.0219.wav|그렇게...
165640.0220.wav|인생 모든 걸 걸...
165640.0221.wav|그런 거는 아니라고 생각을 해요 물론 좋은 대학 가면 좋죠
165640.0222.wav|좋은 대학 가면 좋고 학력 좋으면 좋지만
165640.0223.wav|그거 이외에 더 중요한 게 있다고 생각을 합니다
165640.0224.wav|아무튼 수능 잘 보시고
165640.0225.wav|준비 정말 후회 없이 준비하셨으면 좋겠습니다
165640.0226.wav|오랜만에 'INTRO : Never Mind' 듣고 싶어요 저도 'INTRO : Never Mind' 안 들은 지 오래됐네요
165640.0227.wav|작업할 때 영감은 어디에서 얻는지 사실 뭐 영감을 얻을
165640.0228.wav|이런 질문 되게 많이 받는데
165640.0229.wav|영감...
"165640.0230.wav|글쎄요, 저는 뭐 딱히 뭔가를 어디서 영감을 받아서 뭔가를 쓴다기보다는"
165640.0231.wav|메모를 평소에 좀 많이 해놔서
"165640.0232.wav|저는 묵혀놓는다고 그러거든요 곡도 그렇고, 가사도 그렇고"
165640.0233.wav|써놨다가 이제 좀...  좀 시간 지나서 보면
165640.0234.wav|좀 느낌이 달라요
165640.0235.wav|그래서 저는 곡 쓸 때도
165640.0236.wav|스케치만 해서 그냥
165640.0237.wav|좀 많이 만들어놓는 편이거든요
165640.0238.wav|그래서 이제 거기서
165640.0239.wav|이제 또 디벨롭을 시키는 거죠 가사도 마찬가지고
165640.0240.wav|저는 가사를 손으로 씁니다
165640.0241.wav|손으로 쓰는 맛이 있어요
165640.0242.wav|그... 그 있어요 그 노란색 이렇게 해서 이렇게 뒤집는 공책이 있는데
165640.0243.wav|꼭 그 공책에 손으로 씁니다
"165640.0244.wav|가끔, 가끔 컴퓨터 쓸 때도 있어요"
165640.0245.wav|종이 없으면
"165640.0246.wav|나는 꿈에서, 꿈을 보고 당... 너무 빨라서 못 읽었다, 죄송해요"
165640.0247.wav|민트 초코 좋아해요? 저 뭐 딱히 싫어하는 음식 별로 없어요
165640.0248.wav|그냥 있으면 먹고 없으면 안 먹고
165640.0249.wav|근데 아이스크림 자체를 즐겨 먹는 편은 아니라서
165640.0250.wav|전 막 군것질을 별로 안 하는 것 같아요
"165640.0251.wav|코, 코 긁어서 상처 났냐고요? 뭐 상처 있어요?"
"165640.0252.wav|이거 로션이에요, 로션"
165640.0253.wav|초딩 때부터 좋아했는데 내년에 고3이에요
165640.0254.wav|그러네
165640.0255.wav|그러네?
165640.0256.wav|2013년에 초등학교 6학년이었으면
165640.0257.wav|그러겠네요
165640.0258.wav|좀 소름인데
165640.0259.wav|시간 빠르다
"165640.0260.wav|일에 집중하는 방법 알려주세요 일은 말이죠, 여러분들"
165640.0261.wav|일 하니까 꼭 해주고 싶은 말이 있는데
165640.0262.wav|저는 그렇게 생각을 해요
165640.0263.wav|일을 안 하면
165640.0264.wav|사람이 좀...
165640.0265.wav|좀 축축 처지는 것 같아
"165640.0266.wav|그래서 일은 반드시 해야 한다고 생각을 합니다, 저는"
165640.0267.wav|일에 집중할 수 있는 방법은 여러분들 한 가지밖에 없어요
165640.0268.wav|먹고살기 위해서입니다
165640.0269.wav|일이란 그런 거예요
165640.0270.wav|월급날만 보면서 달려가는 거예요
165640.0271.wav|월급 나오면 또 이제 이걸로
"165640.0272.wav|또 뭐... 네, 하루, 이틀 또 기분 좋았다가"
165640.0273.wav|또 그 월급날 향해 달려가는 겁니다
165640.0274.wav|졸리지 않냐고요? 저는 졸리지 않습니다 지금 그렇게 졸린 건 아니에요
"165640.0275.wav|진짜예요, 맞아요"
165640.0276.wav|일에 되게 그...
165640.0277.wav|그... 많은 의미를 부여할 필요가 없는 것 같아요
165640.0278.wav|내가 생각하기에는 그래요
165640.0279.wav|그냥 살려면 일을 해야 하는 거잖아요
165640.0280.wav|저는 되게 어릴 때부터 일을 계속해서 해왔는데
"165640.0281.wav|몰라요, 난 일할 때 그냥 좋아요"
"165640.0282.wav|난 막 아이, 아이, 막"
165640.0283.wav|이런 거 저 없는 것 같아요 나 일하는 거 좋아해요
165640.0284.wav|일이라도 안 하면 되게
165640.0285.wav|되게... 몰라 나는 좀...
165640.0286.wav|더 좀... 재미가 없을 것 같은데
165640.0287.wav|저는 대학 갑니다 축하드립니다
165640.0288.wav|저도 그... 막 그런 거 있잖아요 저도 막
165640.0289.wav|그 캠퍼스 라이프 이런 거 한번 해보고 싶었는데
165640.0290.wav|한... 한 반 학기만
165640.0291.wav|실용댄스 입시 준비 중인데 슬럼프 왔어요 어떻게 할까요?
165640.0292.wav|슬럼프 정말 극복하기 어렵죠
"165640.0293.wav|그렇죠, 근데 제가 극복할 수 있는 방법 알려드리겠습니다"
165640.0294.wav|그...
165640.0295.wav|그... 일도 마찬가지고
"165640.0296.wav|뭐 게임도 마찬가지고 정체기라는 게 있어요, 정체기"
165640.0297.wav|이렇게 갈 때가 있어요
"165640.0298.wav|그거 지나면 또 이렇게 올라갑니다, 이렇게 또 이렇게 와요, 이렇게"
165640.0299.wav|또 이렇게 올라가거든요
"165640.0300.wav|누구나 겪는 겁니다, 슬럼프는 슬럼프 없이"
165640.0301.wav|사는 사람은 아마 없을 거예요
165640.0302.wav|그럴 때 어떻게 해야 되냐
"165640.0303.wav|그냥 해야 됩니다, 그냥"
165640.0304.wav|생각 없이 그냥 하세요
165640.0305.wav|아무 생각 없이 그냥 하던 걸 그냥 계속하는 거예요
165640.0306.wav|그러면 어느 순간
165640.0307.wav|이렇게 되어있어요
"165640.0308.wav|이거는 정말 맞습니다 뭐, 뭐"
165640.0309.wav|슬럼프 극복을 위해서 뭔가를 막
165640.0310.wav|이렇게 방법들이 있는 것마냥 사람들은 이야기하는데
"165640.0311.wav|없어요, 그냥 그냥 하는 게 극복 방법입니다"
165640.0312.wav|늘지 않는다고 좌절할 필요도 없고
165640.0313.wav|어느 순간 늘어나 있을 겁니다 저도 그랬어요
165640.0314.wav|취업 안 되는 백수에게도 이야기 해주세요
165640.0315.wav|글쎄요...
165640.0316.wav|어떻게 이야기를 해줘야 할지 모르겠지만
165640.0317.wav|곧 좋은 날이 오지 않을까
165640.0318.wav|그런 생각
165640.0319.wav|그런 말을 꼭 해주고 싶어요
165640.0320.wav|그렇잖아요? 해가 뜨기 전...
165640.0321.wav|어둡지만 해가 뜨기 전 새벽은 어둡지만
165640.0322.wav|여러분들이 바라는 별들은 밤에만 뜬답니다
165640.0323.wav|갑자기 채팅이 너무 빠른데?
165640.0324.wav|힘내라고 잘 될 거라고 해줄래요?
165640.0325.wav|여러분들 힘내시고 잘 될 겁니다 이거는 제가...
165640.0326.wav|제가 약속드립니다 여러분들은 다 잘 될 거예요
165640.0327.wav|저 오늘 취직했어요 축하드립니다
165640.0328.wav|맛있는 거 드세요 소고기
165640.0329.wav|Halsey에게 마이크 선물해준 비하인드 알려주세요
165640.0330.wav|저희가 Halsey한테 팔찌를 선물 받았었어요
165640.0331.wav|그 개개인별로 팔찌를 만들어와서 팔찌를 선물 받았는데
165640.0332.wav|그걸 받고 우리도 선물을 해줘야겠다 생각을 해서
165640.0333.wav|저희랑 같은 기종의 마이크를 커스텀 제작을 해서 선물을 하게 되었죠
165640.0334.wav|근데 그게 원래 발송을 하려고 했는데
165640.0335.wav|좀 잘 안 맞았었어서
165640.0336.wav|이번에나 주게 됐네요 마음에 들어 해서 정말 다행이에요
165640.0337.wav|래퍼가 꿈이에요
165640.0338.wav|축하... 축하가 아니라 파이팅하시길 바랍니다
165640.0339.wav|야간 근무 중인데 힘내라고 한마디 해주세요
165640.0340.wav|힘내시길 바랍니다 야간 근무 굉장히 힘들죠
165640.0341.wav|파이팅하십시오
165640.0342.wav|물 많이 마셔야 돼 알겠습니다
165640.0343.wav|음악 추천해주세요 'SUGA's Interlude' 추천드립니다
165640.0344.wav|면접 응원해주세요 면접... 네 꼭 성공하고 오시길 바랍니다
165640.0345.wav|머리가 왜 한쪽만 기냐고요?
165640.0346.wav|머리 한쪽만 안 길어요 일자예요 이거 넘긴 거예요 옆으로 이렇게
165640.0347.wav|목욕했어요? 그럼 레모나
165640.0348.wav|맞습니다 여러분들 상큼하게 레모나
165640.0349.wav|저 불금에 혼술이에요
165640.0350.wav|뭐 불금 그런 거 잘 모릅니다
165640.0351.wav|그거 불금 그 중요한 거 아니잖아요
165640.0352.wav|혼자 술 먹는 거 그럴 수 있습니다
165640.0353.wav|가끔은 그런 사색도 필요하다고 생각을 해요 저는
165640.0354.wav|200만 명이 넘었네요 뭐야?
165640.0355.wav|일십백천만 십만...
165640.0356.wav|정말 시대가 너무 좋지 않습니까? 270만 명이 넘는 분과 이렇게 이 새벽에
165640.0357.wav|이렇게 영상으로 이렇게 이야기를 나눌 수 있다는 이...
165640.0358.wav|좋아요
165640.0359.wav|파마할 생각 없나요? 저 파마하고 싶은데
165640.0360.wav|이게 지금 머리가 탈색을 한 머리라서 파마하면 다 녹아버려서 할 수가 없어요
165640.0361.wav|제가 머리가 되게 직모라서
165640.0362.wav|파마하면 편한데 못 해요
"165640.0363.wav|35분, 36분, 저 40분 되면 이제"
165640.0364.wav|양치하고 자야겠습니다
165640.0365.wav|마이크를 바꾼다면 다음에 하고 싶은 디자인이 있을까요?
"165640.0366.wav|글쎄요, 지금 마이크 되게 마음에 들어서"
165640.0367.wav|생각을 한번 해볼게요
165640.0368.wav|유학 가는데 응원해달라는 분이 계신데
165640.0369.wav|정말 유학 쉽지 않을 거예요 굉장히 힘들고 외롭고 하겠지만
165640.0370.wav|가는 목적이 있잖아요
"165640.0371.wav|무언가를, 공부를 하러 가는 거일 수도 있고"
165640.0372.wav|뭐... 공부를 하러 가겠네요 유학이니까
165640.0373.wav|그럴 때도 항상 BTS 방탄소년단을 생각을 하시면서 힘내시길 바랍니다
165640.0374.wav|오빠 다이어트 해요? 저 다이어트를 딱히 하려고 한 건 아닌데 그냥 살이 좀 빠졌어요
165640.0375.wav|막 다 엄청 많이 빠진 건 아니고
165640.0376.wav|운동하니까 좀 빠지더라고
"165640.0377.wav|최근에 영화 본 적 있나요? 저 '조커' 봤었어요, '조커'"
"165640.0378.wav|그거... '조커' 봤어, '조커'"
165640.0379.wav|그... 그 뭐냐
165640.0380.wav|IPTV인가? 아무튼 그거로 결제해서 봤어요
"165640.0381.wav|요즘 피아노를 치나요? 아니요, 저 요즘 피아노 안 쳐요"
165640.0382.wav|작업할 때 말고는 칠 일이 없더라고
165640.0383.wav|내일 치과 가는데 무서워요 응원해주세요
165640.0384.wav|파이팅하시길 바랍니다 치과 무서워요 저도
165640.0385.wav|나 치과 가야 하는데
"165640.0386.wav|이제 1분, 1분 20초 남았어요 1분 10초 남았어요"
165640.0387.wav|축제 나가는데 응원 한번 해주세요
165640.0388.wav|저도 이제 학교 축제 경험이 있는 사람인데
"165640.0389.wav|즐기세요 되게 쿵쾅쿵쾅, 심장 쿵쾅쿵쾅하고 굉장히 재밌을 겁니다"
165640.0390.wav|그런 추억 있는 거 굉장히 좋은 것 같아요
165640.0391.wav|내일 출근하기 싫어요 힘내라고 해주세요 돈은 벌어야죠!
"165640.0392.wav|20초 남았습니다,여러분들"
165640.0393.wav|즐... 즐거운 밤이라고 하면 안 되지
165640.0394.wav|편안한 밤 되시고요
165640.0395.wav|곡 이야기 하려고 켰는데 곡 이야기는 별로 안 하고
165640.0396.wav|해석은 여러분의 자유니까요
165640.0397.wav|아무튼 안녕히 주무시기를 바랍니다
165640.0398.wav|저는 이만 가겠습니다
165640.0399.wav|안녕
165640.0400.wav|연결이 불안정합니다
114038.0000.wav|그냥 까는 게 낫겠다
114038.0001.wav|지금 삐뚤어졌죠?
114038.0002.wav|너무 귀엽긴 한데 질문이나 이런 거 하나도 못 받아서
114038.0003.wav|하려고 했던 걸 못했잖아요 그래서 다시 켰습니다
